cores,rts,tr,users,replica,util,mem
1.0,0.0,0.0,,2,0.0,0.0
1.0,0.0,0.0,0.0,2,0.0,0.0
1.0,0.09804394242166387,0.020649999999999998,1.0,2,0.0,0.0
1.0,0.07494243920092815,0.07523333333333333,3.0,2,0.0,0.0
1.0,0.06315462036328363,0.1635,5.0,2,0.0,0.0
1.0,0.059208962564048145,0.2675625,6.0,2,0.0,0.0
1.0,0.057001509603351964,0.3882266666666666,8.0,2,0.0,0.0
1.0,0.05588568727148647,0.5431888888888888,10.0,2,0.0,0.0
1.0,0.054560266940943236,0.7322000000000001,11.0,2,0.0,0.0
1.0,0.053918536387165435,0.9376875000000001,13.0,2,0.0,0.0
1.0,0.05296723126939272,1.1771555555555557,15.0,2,0.0,0.0
1.0,0.06125124663920842,1.484,16.0,2,0.0,0.0
1.0,0.06115388417608503,1.7772939393939398,18.0,2,0.0,0.0
1.0,0.062657279994158,2.1045000000000003,20.0,2,0.0,0.0
1.0,0.06145419044962795,2.377907692307692,21.0,2,0.0,0.0
1.0,0.061341943625609026,2.755595238095238,23.0,2,0.0,0.0
1.0,0.0617749820550353,3.1678111111111114,25.0,2,0.0,0.0
1.0,0.061045949347483655,3.5961937500000003,26.0,2,0.0,0.0
1.0,0.06035463788630297,4.042549999999999,28.0,2,0.0,0.0
1.0,0.05980717309327094,4.539635185185186,30.0,2,0.0,0.0
1.0,0.059779867686012296,5.069157017543859,31.0,2,0.0,0.0
1.0,0.059365743560975535,5.621416666666668,33.0,2,0.0,0.0
1.0,0.05964956894341181,6.2024373015873016,35.0,2,0.0,0.0
1.0,0.0592951994050876,6.817340909090909,36.0,2,0.0,0.0
1.0,0.06002763536906058,7.397452173913043,38.0,2,0.0,0.0
1.0,0.059921508876788335,8.029115277777779,40.0,2,0.0,0.0
1.0,0.05957448458500588,8.710284,41.0,2,0.0,0.0
1.0,0.059278818074384385,9.376794871794873,43.0,2,0.0,0.0
1.0,0.05943759975590737,10.059833333333335,45.0,2,0.0,0.0
1.0,0.06058449475498524,10.81018869047619,46.0,2,0.0,0.0
1.0,0.06225003907383904,11.577693103448278,48.0,2,0.0,0.0
1.0,0.06432041851441006,12.350422777777778,50.0,2,0.0,0.0
1.0,0.06626777476832847,13.150490322580644,51.0,2,0.0,0.0
1.0,0.0683344110589081,13.93595,53.0,2,0.0,0.0
1.0,0.0715564329944212,14.737056060606063,55.0,2,0.0,0.0
1.0,0.07581594570875236,15.605161764705882,56.0,2,0.0,0.0
1.0,0.07909680490853502,16.385384761904763,58.0,2,0.0,0.0
1.0,0.09329425687055752,17.619523423423423,61.0,2,0.0,0.0
1.0,0.09807370398705074,18.408715789473685,63.0,2,0.0,0.0
1.0,0.10698604552857441,19.331176923076924,65.0,2,0.0,0.0
1.0,0.1147783758874144,20.15740291666667,66.0,2,0.0,0.0
1.0,0.12362761932847466,20.94088983739837,68.0,2,0.0,0.0
1.0,0.13403854798947906,21.780265476190475,70.0,2,0.0,0.0
1.0,0.14562799909462898,22.603067829457363,71.0,2,0.0,0.0
1.0,0.15620769629189285,23.42613636363636,73.0,2,0.0,0.0
1.0,0.16669347883419108,24.22010037037037,75.0,2,0.0,0.0
1.0,0.17830090189494038,25.17728695652174,76.0,2,0.0,0.0
1.0,0.18855985011384105,25.984992907801423,78.0,2,0.0,0.0
1.0,0.20026581798679988,26.861430555555554,80.0,2,0.0,0.0
1.0,0.21108188421643007,27.618574149659864,81.0,2,0.0,0.0
1.0,0.22376108581328513,28.452467666666667,83.0,2,0.0,0.0
1.0,0.2375483021494591,29.338980392156866,85.0,2,0.0,0.0
1.0,0.24939565704227015,30.170017307692305,86.0,2,0.0,0.0
1.0,0.2639021748818629,31.13806037735849,88.0,2,0.0,0.0
1.0,0.27644389416614523,31.914518518518516,90.0,2,0.0,0.0
1.0,0.28718817131968843,32.77391151515152,91.0,2,0.0,0.0
1.0,0.3001771441858474,33.53243333333333,93.0,2,0.0,0.0
1.0,0.3157064667903495,34.492782456140354,95.0,2,0.0,0.0
1.0,0.32658787068720757,35.20090574712644,96.0,2,0.0,0.0
1.0,0.3437294608766074,36.32572372881356,98.0,2,0.0,0.0
1.0,0.3528426374993284,36.98949039548022,99.0,2,0.0,0.0
1.0,0.3657638737446006,37.85410480225989,100.0,2,0.0,0.0
1.0,0.38254110486591525,38.82332344632768,100.0,2,0.0,0.0
1.0,0.3954685919507332,39.559322033898304,100.0,2,0.0,0.0
1.0,0.4092971214387706,40.32203389830509,100.0,2,0.0,0.0
1.0,0.42186426359978185,40.96610169491525,100.0,2,0.0,0.0
1.0,0.43507424734429073,41.728813559322035,100.0,2,0.0,0.0
1.0,0.44838413749029304,42.40677966101695,100.0,2,0.0,0.0
1.0,0.4607717644033885,43.0,100.0,2,0.0,0.0
1.0,0.4726161074828483,43.49152542372882,100.0,2,0.0,0.0
1.0,0.48622606491958065,44.05084745762712,100.0,2,0.0,0.0
