Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/api/auth/verify,52243,0,4,5.295563064614961,2.077162000205135,81.82726500126591,112.45320904235975,36.28117380072441,0.0,4,5,6,7,9,11,21,37,58,68,82
OPTIONS,/api/auth/verify,52244,0,2,3.471571637262702,0.9054769998328993,84.15912499913247,0.0,36.28186827029547,0.0,2,4,4,5,7,8,11,14,53,69,84
OPTIONS,/api/exercise-production,52241,0,2,3.327567250743479,0.9074440004042117,71.50481100143224,0.0,36.27978486158229,0.0,2,3,4,5,6,8,10,13,48,65,72
POST,/api/exercise-production,52225,0,41,47.868529516151526,32.80042599908484,179.46825299986813,1141.0,36.26867334844539,0.0,41,45,52,59,73,83,93,99,140,170,180
OPTIONS,/api/user/login,52246,0,3,4.184052365192297,0.8430260004388401,76.0779830015963,0.0,36.28325720943758,0.0,3,4,5,5,7,11,27,36,57,70,76
POST,/api/user/login,52246,0,4,5.805639438749433,2.2551389993168414,91.23690600063128,112.45320215901695,36.28325720943758,0.0,4,5,6,7,9,12,27,39,61,75,91
DELETE,/api/user/logout,52221,0,3,4.903483291168678,1.6881060000741854,80.64909499989881,14.0,36.26589547016116,0.0,3,4,6,6,9,11,20,36,61,74,81
OPTIONS,/api/user/logout,52224,0,3,4.005047436963546,0.9191850003844593,252.910705999966,0.0,36.26797887887433,0.0,3,4,5,5,7,9,16,34,58,73,250
,Aggregated,417890,0,4,9.856517554413376,0.8430260004388401,252.910705999966,172.46151379549642,290.2118890489582,0.0,4,5,7,8,38,44,64,76,100,150,250
