cores,rts,tr,users,replica,util,mem
1.0,0.0,0.0,,4,0.0,0
1.0,0.0,0.0,0.0,4,0.0,0
1.0,0.09659518584410358,0.05516666666666667,1.0,4,0.0,0
1.0,0.08221687821700382,0.1333,2.0,4,0.0,0
1.0,0.07662955835032295,0.2858333333333333,4.0,4,0.0,0
1.0,0.06589457756757147,0.50765,6.0,4,0.0,0
1.0,0.061085329799632444,0.7593333333333334,7.0,4,0.0,0
1.0,0.05806853046783784,1.08025,9.0,4,0.0,0
1.0,0.05643277176368737,1.4324142857142859,11.0,4,0.0,0
1.0,0.055386097063241976,1.8179166666666666,12.0,4,0.0,0
1.0,0.054541476533050734,2.2726666666666664,14.0,4,0.0,0
1.0,0.053737009587656426,2.8303066666666665,16.0,4,0.0,0
1.0,0.0531225134312908,3.3845909090909094,17.0,4,0.0,0
1.0,0.05267192241063556,4.007105555555556,19.0,4,0.0,0
1.0,0.05242656628909301,4.697628205128205,21.0,4,0.0,0
1.0,0.05247998067056677,5.421533333333333,22.0,4,0.0,0
1.0,0.05208656790809394,6.214666666666667,24.0,4,0.0,0
1.0,0.05179095033037814,7.075891666666667,26.0,4,0.0,0
1.0,0.051576592865486534,7.9334274509803935,27.0,4,0.0,0
1.0,0.051365694283821324,8.89525,29.0,4,0.0,0
1.0,0.051312139629487316,9.891171929824564,31.0,4,0.0,0
1.0,0.05126830041934793,10.881966666666665,32.0,4,0.0,0
1.0,0.05126592623520891,12.045857142857141,34.0,4,0.1377958353709301,0
1.0,0.051278024777554825,13.2207,36.0,2,0.15471430862293978,0
1.0,0.05136115426270541,14.427965217391307,37.0,2,0.2352114460617744,0
1.0,0.051587463382628505,15.738666666666665,39.0,2,0.2794936912235091,0
1.0,0.05195799196935469,17.083859144041476,41.0,3,0.3535326247746385,0
1.0,0.05195228606751533,19.119100000000003,44.0,3,0.3770260930685969,0
1.0,0.05194573733328762,20.536607142857143,46.0,3,0.45380472343058414,0
1.0,0.05358079606631698,21.932266666666663,47.0,4,0.5174228811556608,0
1.0,0.062163193467894264,23.48863218390804,49.0,4,0.5273147292865001,0
1.0,0.0624800485958652,25.146822988505747,51.0,4,0.6852422603322033,0
1.0,0.0627920619093995,26.780809195402302,52.0,5,0.6832371594453673,0
1.0,0.06309314195971168,28.495066666666663,54.0,5,0.8207613432113506,0
1.0,0.06343482591429929,30.202077011494254,56.0,6,0.8281431631472126,0
1.0,0.06380284335626656,31.862068965517242,57.0,5,1.0016090922336898,0
1.0,0.06452232434872496,33.37931034482759,59.0,6,1.0159067620663937,0
1.0,0.06481310454494325,34.86206896551724,61.0,6,1.1359550869592885,0
1.0,0.06482961201569762,36.48275862068965,62.0,7,1.2846372567012534,0
1.0,0.06693417446632503,38.06896551724138,64.0,8,1.338406004937399,0
1.0,0.06796408539564652,39.62068965517241,66.0,8,1.4358125205576435,0
1.0,0.06838182849202443,41.10344827586207,67.0,8,1.5870254239900339,0
1.0,0.06839467290606653,42.55172413793103,69.0,9,1.666731863483578,0
1.0,0.06873594137550691,44.172413793103445,71.0,9,1.7655965056996994,0
1.0,0.06880138175801347,45.689655172413794,72.0,10,1.967094819683387,0
1.0,0.06904807240179556,47.172413793103445,74.0,10,2.0191060100263343,0
1.0,0.06909816061476999,48.793103448275865,76.0,11,2.010208430489232,0
1.0,0.06934631782262184,50.206896551724135,77.0,11,2.294392652858162,0
1.0,0.06961046488727264,51.689655172413794,79.0,12,2.2701147775262167,0
1.0,0.07042051030357811,53.241379310344826,81.0,12,2.490493917764473,0
1.0,0.07109366279154376,54.724137931034484,82.0,13,2.457367477684011,0
1.0,0.07248716490321766,56.241379310344826,84.0,12,2.6793931441314407,0
1.0,0.07284675412816309,57.689655172413794,86.0,13,2.779295871830459,0
1.0,0.0731673908802797,59.206896551724135,87.0,14,2.7210495219149675,0
1.0,0.07571143505485148,62.10344827586207,91.0,13,2.917767094682789,0
1.0,0.07631292827522486,63.58620689655172,92.0,14,2.9787738459339343,0
1.0,0.07691424345331206,65.03448275862068,94.0,14,3.0480320913554912,0
1.0,0.07845873535989258,66.55172413793103,96.0,15,3.075427436663158,0
1.0,0.07974388940664284,68.03448275862068,97.0,15,3.1696015281992174,0
1.0,0.07997098273147686,69.24137931034483,99.0,15,3.259426881611306,0
1.0,0.0813993593429033,70.58620689655173,100.0,15,3.3533541169993097,0
1.0,0.08257014599243148,72.0,100.0,16,3.2444502565024007,0
1.0,0.08368463368216027,73.41379310344827,100.0,15,3.3292514663063377,0
1.0,0.08522671406951719,74.82758620689656,100.0,15,3.5507153929392348,0
1.0,0.08609161060993786,76.03448275862068,100.0,16,3.561650235310342,0
1.0,0.08703958522299374,76.93103448275862,100.0,15,3.5857691314396045,0
1.0,0.08859971361586721,77.93103448275862,100.0,15,3.6457299008636577,0
1.0,0.0895302551974511,78.9655172413793,100.0,15,3.7090071720593376,0
1.0,0.09084889309806914,81.0,100.0,15,3.742189702941183,0
1.0,0.09137596836731085,82.06896551724138,100.0,15,3.6991508829472184,0
1.0,0.09211242859124884,82.82758620689656,100.0,15,3.83867313050241,0
1.0,0.09226256222798941,83.55172413793103,100.0,15,3.745023679369806,0
1.0,0.09323504192050402,84.3103448275862,100.0,15,3.844101136750948,0
1.0,0.09357554081358008,84.82758620689656,100.0,15,3.8943909270703765,0
1.0,0.09459441527585571,85.58620689655173,100.0,15,3.854560892268029,0
1.0,0.09518895841821466,86.17241379310344,100.0,15,3.83106781179491,0
1.0,0.09638026720426618,86.72413793103448,100.0,15,3.9169490918802876,0
1.0,0.0969725696927435,87.10344827586206,100.0,15,3.8852198257147466,0
1.0,0.09749418341215006,87.58620689655173,100.0,15,3.813663133121464,0
1.0,0.09820513180342061,88.06896551724138,100.0,14,3.95793654028259,0
1.0,0.09902968233137092,88.3103448275862,100.0,15,3.9684627994516077,0
1.0,0.09990126513178595,88.75862068965517,100.0,15,3.954229452564411,0
1.0,0.10041281367863196,88.79310344827586,100.0,15,3.9177792407170355,0
1.0,0.1016470020630749,89.41379310344827,100.0,15,3.920853193233213,0
1.0,0.10184207401975706,89.58620689655173,100.0,15,3.9722083740143663,0
1.0,0.10175853982847098,89.72413793103448,100.0,15,3.862653573158839,0
1.0,0.10074776384768262,89.9655172413793,100.0,14,3.853303212331063,0
1.0,0.1013427178104892,90.03448275862068,100.0,14,3.911799689631838,0
1.0,0.10168616813571586,89.9655172413793,100.0,14,3.879401223438569,0
1.0,0.10205910544003863,89.93103448275862,100.0,14,3.822172032819243,0
1.0,0.10236574537642593,89.89655172413794,100.0,14,3.8674465215284624,0
1.0,0.1027255071057536,89.89655172413794,100.0,14,3.8038315392841313,0
1.0,0.10316315629798316,90.20689655172414,100.0,14,3.812042309527925,0
1.0,0.10384058511336268,90.17241379310344,100.0,14,3.824642032482234,0
1.0,0.10452539374687216,90.20689655172414,100.0,14,3.8708319563547517,0
1.0,0.10424003950816575,90.13793103448276,100.0,14,3.8959944112939775,0
1.0,0.10467139921480173,90.0,100.0,14,3.874601670481244,0
1.0,0.10488438594650032,90.13793103448276,100.0,14,3.890973664550597,0
1.0,0.1051698487865609,90.24137931034483,100.0,14,3.8534468729552307,0
1.0,0.10592043698601605,90.24137931034483,100.0,14,3.819140243718042,0
1.0,0.10621881024004734,90.41379310344827,100.0,14,3.839927816054268,0
1.0,0.10665705244898642,90.37931034482759,100.0,14,3.8698641254485326,0
1.0,0.10694648757626458,90.34482758620689,100.0,14,3.7497528493635897,0
1.0,0.10714692872980186,90.48275862068965,100.0,14,3.8595265587951673,0
1.0,0.10726807207548679,90.41379310344827,100.0,14,3.7475528547829993,0
1.0,0.10726584776664766,90.51724137931035,100.0,14,3.7869058259602917,0
1.0,0.10704385242100668,90.6551724137931,100.0,14,3.8398590022821937,0
1.0,0.10717779618672849,90.6896551724138,100.0,14,3.757758128757167,0
1.0,0.10739517199752288,90.79310344827586,100.0,14,3.738073807824313,0
1.0,0.10722823805788181,90.89655172413794,100.0,14,3.7708293222403215,0
1.0,0.10719240839544786,90.89655172413794,100.0,14,3.7130494382058346,0
1.0,0.10698316159120355,90.6551724137931,100.0,14,3.851094279161738,0
1.0,0.10705029038388766,90.72413793103448,100.0,14,3.8577120782770358,0
1.0,0.10663157644372345,90.44827586206897,100.0,14,3.808922944969035,0
1.0,0.10653604525434097,90.58620689655173,100.0,14,3.790255269459641,0
1.0,0.1066786958534491,90.6551724137931,100.0,14,3.7704534874708844,0
1.0,0.10600516560535628,90.79310344827586,99.0,14,3.797763088602112,0
1.0,0.10519854982887397,90.79310344827586,97.0,14,3.7643895369627107,0
1.0,0.10456552085485936,90.72413793103448,96.0,13,3.77410626602553,0
1.0,0.1041146057416127,90.6896551724138,95.0,13,3.823910728657761,0
1.0,0.10349575275598889,90.6551724137931,94.0,13,3.790356695866094,0
1.0,0.10247808619136743,90.34482758620689,93.0,13,3.7576578961421276,0
1.0,0.10178818808137241,90.17241379310344,92.0,13,3.7411571566249284,0
1.0,0.10193114263529149,90.17241379310344,91.0,13,3.7310910590972717,0
1.0,0.10113155775091301,89.82758620689656,90.0,13,3.7263715976409433,0
1.0,0.10074856300434613,89.55172413793103,89.0,12,3.646286432157522,0
1.0,0.10015873441782613,89.41379310344827,88.0,12,3.655966606183164,0
1.0,0.0999274189897803,89.0,87.0,12,3.7334918340609367,0
1.0,0.09920666406209365,88.6551724137931,86.0,12,3.7096734591993332,0
1.0,0.09874581549131188,88.24137931034483,85.0,12,3.6615896356272866,0
1.0,0.09779299350828295,87.89655172413794,84.0,12,3.643813023496355,0
