cores,rts,tr,users,replica,util,mem
1.0,0.0,0.0,,3,0.0,0.0
1.0,0.0,0.0,0.0,3,0.0,0.0
1.0,0.0993937621819062,0.022116666666666666,1.0,3,0.0,0.0
1.0,0.08630074809403242,0.07803333333333334,3.0,3,0.0,0.0
1.0,0.0708629254759967,0.14915555555555557,5.0,3,0.0,0.0
1.0,0.0647854913847695,0.25497500000000006,6.0,3,0.0,0.0
1.0,0.06086740067970517,0.37681,8.0,3,0.0,0.0
1.0,0.05773748328031367,0.5507666666666666,10.0,3,0.0,0.0
1.0,0.0560510504724595,0.7232595238095239,11.0,3,0.0,0.0
1.0,0.054651979901779404,0.92981875,13.0,3,0.0,0.0
1.0,0.05340027987084609,1.187859259259259,15.0,3,0.0,0.0
1.0,0.057969780781630606,1.4787833333333331,16.0,3,0.0,0.0
1.0,0.058009420394769036,1.7731818181818182,18.0,3,0.0,0.0
1.0,0.057820053495954295,2.1191666666666666,20.0,3,0.0,0.0
1.0,0.057211498679044265,2.4288000000000003,21.0,3,0.0,0.0
1.0,0.056530318297951,2.7549761904761905,23.0,3,0.0,0.0
1.0,0.056100304079537276,3.132698888888889,25.0,3,0.0,0.0
1.0,0.05578076681155487,3.561925,26.0,3,0.0,0.0
1.0,0.055430713836806304,4.042941176470587,28.0,3,0.0,0.0
1.0,0.055010000747565846,4.53995,30.0,3,0.0,0.0
1.0,0.054690173423423846,5.071066666666666,31.0,3,0.0,0.0
1.0,0.05436839807607909,5.62464,33.0,3,0.0,0.0
1.0,0.054121756805700236,6.224661111111112,35.0,3,0.0,0.0
1.0,0.05414052943728179,6.73647803030303,36.0,3,0.0,0.0
1.0,0.054534077734982034,7.38648115942029,38.0,3,0.0,0.0
1.0,0.05445659391350506,8.035781250000001,40.0,3,0.0,0.0
1.0,0.05445871596285003,8.701391999999998,41.0,3,0.0,0.0
1.0,0.05434849274177092,9.401599358974359,43.0,3,0.0,0.0
1.0,0.05425166007415435,10.122851234567902,45.0,3,0.0,0.0
1.0,0.05486454718145394,10.876486904761904,46.0,3,0.0,0.0
1.0,0.05500076593772829,11.558167816091954,48.0,3,0.0,0.0
1.0,0.055563760736708455,12.751233870967743,51.0,3,0.0,0.0
1.0,0.05730636181237631,13.638871875,53.0,3,0.0,0.0
1.0,0.058729392598434876,14.51098484848485,55.0,3,0.0,0.0
1.0,0.059025260868114195,15.383841176470588,56.0,3,0.0,0.0
1.0,0.05957550238156581,16.29222857142857,58.0,3,0.0,0.0
1.0,0.06001572255158897,17.219131944444445,60.0,3,0.0,0.0
1.0,0.060958100200639874,18.164651351351353,61.0,3,0.0,0.0
1.0,0.06204210939673448,19.17552587719298,63.0,3,0.0,0.0
1.0,0.06279609456828926,20.15027777777778,65.0,3,0.0,0.0
1.0,0.06406196264617561,21.14198,66.0,3,0.0,0.0
1.0,0.06457525066987435,22.19594634146341,68.0,3,0.0,0.0
1.0,0.06531022242468229,23.33275,70.0,3,0.0,0.0
1.0,0.06565185307223598,24.44899457364341,71.0,3,0.0,0.0
1.0,0.06610215003584322,25.592867045454543,73.0,3,0.0,0.0
1.0,0.06667211091847577,26.75546222222222,75.0,3,0.0,0.0
1.0,0.06711489017213917,27.927358695652174,76.0,3,0.0,0.0
1.0,0.06864753252416109,29.13032624113475,78.0,3,0.0,0.0
1.0,0.06935853053864934,30.377833333333328,80.0,3,0.0,0.0
1.0,0.07028540051348438,31.626208163265304,81.0,3,0.0,0.0
1.0,0.07313068318766558,32.80440333333334,83.0,3,0.0,0.0
1.0,0.07556994843759142,34.099798366013076,85.0,3,0.0,0.0
1.0,0.07863509303361241,35.27732788461538,86.0,3,0.0,0.0
1.0,0.08194399797559132,36.557099056603775,88.0,3,0.0,0.0
1.0,0.08652173711701586,37.7535962962963,90.0,3,0.0,0.0
1.0,0.09041431720134818,39.07152,91.0,3,0.0,0.0
1.0,0.09508411135401336,40.33337976190476,93.0,3,0.0,0.0
1.0,0.09994322676174044,41.57641871345029,95.0,3,0.0,0.0
1.0,0.10657196082319839,42.81505747126437,96.0,3,0.0,0.0
1.0,0.11274647386087776,44.06817118644067,98.0,3,0.0,0.0
1.0,0.1193042354771772,45.31291920903954,99.0,3,0.0,0.0
1.0,0.1255817154455236,46.603254237288134,100.0,3,0.0,0.0
1.0,0.1324666149879973,47.88135593220339,100.0,3,0.0,0.0
1.0,0.1368138231506155,49.0,100.0,3,0.0,0.0
1.0,0.14341525474856545,50.016949152542374,100.0,3,0.0,0.0
1.0,0.15030490126286797,51.067796610169495,100.0,3,0.0,0.0
1.0,0.15512654574911566,52.35593220338983,100.0,3,0.0,0.0
1.0,0.1586256435292525,53.32203389830509,100.0,3,0.0,0.0
1.0,0.16370083040748223,54.40677966101695,100.0,3,0.0,0.0
1.0,0.17274892384788393,56.13559322033898,100.0,3,0.0,0.0
1.0,0.17920639753750214,57.16949152542373,100.0,3,0.0,0.0
1.0,0.18316231395087051,58.11864406779661,100.0,3,0.0,0.0
1.0,0.1875601002249415,59.0,100.0,3,0.0,0.0
1.0,0.19159520047273945,59.983050847457626,100.0,3,0.0,0.0
1.0,0.1951887111597519,60.79661016949152,100.0,3,0.0,0.0
1.0,0.200012904169936,61.54237288135593,100.0,3,0.0,0.0
1.0,0.2049558381185735,62.186440677966104,100.0,3,0.0,0.0
1.0,0.21074271342326775,62.83050847457627,100.0,3,0.0,0.0
1.0,0.21499784683356712,63.644067796610166,100.0,3,0.0,0.0
1.0,0.21827965098523466,64.23728813559322,100.0,3,0.0,0.0
1.0,0.2233755489557167,65.05084745762711,100.0,3,0.0,0.0
1.0,0.22627846551550648,65.62711864406779,100.0,3,0.0,0.0
1.0,0.23003175758091235,66.20338983050847,100.0,3,0.0,0.0
1.0,0.23450923857455583,66.84745762711864,100.0,3,0.0,0.0
1.0,0.23836894182429352,67.42372881355932,100.0,3,0.0,0.0
1.0,0.24231924587444673,67.89830508474576,100.0,3,0.0,0.0
1.0,0.24610994173880713,68.45762711864407,100.0,3,0.0,0.0
1.0,0.25004578260419297,68.89830508474576,100.0,3,0.0,0.0
1.0,0.2544626899356697,69.54237288135593,100.0,3,0.0,0.0
1.0,0.2586919834427329,69.83050847457628,100.0,3,0.0,0.0
1.0,0.26432987907819894,70.23728813559322,100.0,3,0.0,0.0
1.0,0.27145598276990773,70.9322033898305,100.0,3,0.0,0.0
1.0,0.27494908946877505,71.33898305084746,100.0,3,0.0,0.0
1.0,0.2788424925931573,71.61016949152543,100.0,3,0.0,0.0
1.0,0.28237204668237287,72.03389830508475,100.0,3,0.0,0.0
1.0,0.286984172213234,72.10169491525424,100.0,3,0.0,0.0
1.0,0.2917534493765142,72.38983050847457,100.0,3,0.0,0.0
1.0,0.2950954475344449,72.62711864406779,100.0,3,0.0,0.0
1.0,0.29953823235206933,72.7457627118644,100.0,3,0.0,0.0
1.0,0.303655316214505,73.01694915254237,100.0,3,0.0,0.0
1.0,0.3079277396827664,73.08474576271186,100.0,3,0.0,0.0
1.0,0.31241940741562757,73.20338983050847,100.0,3,0.0,0.0
1.0,0.3174179132261028,73.16949152542372,100.0,3,0.0,0.0
1.0,0.3229875802634981,73.27118644067797,100.0,3,0.0,0.0
1.0,0.3268257283759479,73.35593220338983,100.0,3,0.0,0.0
1.0,0.33083908972263043,73.32203389830508,100.0,3,0.0,0.0
1.0,0.3347803456606063,73.35593220338983,100.0,3,0.0,0.0
1.0,0.33870956718020734,73.37288135593221,100.0,3,0.0,0.0
1.0,0.3422105637295678,73.32203389830508,100.0,3,0.0,0.0
1.0,0.34619513511385364,73.40677966101696,100.0,3,0.0,0.0
1.0,0.3491630824787777,73.38983050847457,100.0,3,0.0,0.0
1.0,0.35144928362568933,73.30508474576271,100.0,3,0.0,0.0
1.0,0.35370557409972303,73.44067796610169,100.0,3,0.0,0.0
1.0,0.35665378137091225,73.44067796610169,100.0,3,0.0,0.0
1.0,0.3572259079319367,73.44067796610169,100.0,3,0.0,0.0
1.0,0.35874515739973795,73.44067796610169,100.0,3,0.0,0.0
1.0,0.35882331901733816,73.38983050847457,100.0,3,0.0,0.0
1.0,0.3586171928380392,73.45762711864407,99.0,3,0.0,0.0
1.0,0.3577692282376038,73.40677966101696,98.0,3,0.0,0.0
1.0,0.3581989393203524,73.47457627118644,97.0,3,0.0,0.0
1.0,0.3563184702304959,73.57627118644068,96.0,3,0.0,0.0
1.0,0.35477984783905864,73.55932203389831,95.0,3,0.0,0.0
1.0,0.35473536016790613,73.33898305084746,94.0,3,0.0,0.0
1.0,0.3533060947336605,73.57627118644068,93.0,3,0.0,0.0
1.0,0.35111446130890556,73.45762711864407,92.0,3,0.0,0.0
1.0,0.3486732286744931,73.59322033898304,91.0,3,0.0,0.0
1.0,0.34474834632500007,73.76271186440678,90.0,3,0.0,0.0
1.0,0.34143595054338804,73.55932203389831,89.0,3,0.0,0.0
1.0,0.340490711339775,73.64406779661017,88.0,3,0.0,0.0
1.0,0.33765484785468525,73.62711864406779,87.0,3,0.0,0.0
1.0,0.3344702619685129,73.64406779661017,86.0,3,0.0,0.0
1.0,0.33116135767065685,73.66101694915254,85.0,3,0.0,0.0
1.0,0.32670939561332185,73.72881355932203,84.0,3,0.0,0.0
1.0,0.32194836027726975,73.86440677966101,83.0,3,0.0,0.0
1.0,0.3160836568329535,73.96610169491525,82.0,3,0.0,0.0
1.0,0.3123080422298364,73.86440677966101,81.0,3,0.0,0.0
1.0,0.3093794996648366,73.86440677966101,80.0,3,0.0,0.0
1.0,0.3007032486464089,73.79661016949153,78.0,3,0.0,0.0
1.0,0.2964901697979737,73.79661016949153,77.0,3,0.0,0.0
1.0,0.2916273932806506,73.67796610169492,76.0,3,0.0,0.0
1.0,0.28723201289631106,73.61016949152543,75.0,3,0.0,0.0
1.0,0.282938641828496,73.61016949152543,74.0,3,0.0,0.0
1.0,0.2792469238513399,73.42372881355932,73.0,3,0.0,0.0
1.0,0.2745803300352357,73.45762711864407,72.0,3,0.0,0.0
1.0,0.26968179477946264,73.20338983050847,71.0,3,0.0,0.0
1.0,0.2653315348091936,73.16949152542372,70.0,3,0.0,0.0
1.0,0.2595204758058825,72.96610169491525,69.0,3,0.0,0.0
1.0,0.25608283698699974,72.94915254237289,68.0,3,0.0,0.0
1.0,0.25160622490798085,72.64406779661017,67.0,3,0.0,0.0
1.0,0.24745342537163026,72.44067796610169,66.0,3,0.0,0.0
1.0,0.24308140287685637,72.28813559322033,65.0,3,0.0,0.0
1.0,0.23909238893833562,71.91525423728814,64.0,3,0.0,0.0
1.0,0.23407627119871227,71.86440677966101,63.0,3,0.0,0.0
1.0,0.22881088998816157,71.55932203389831,62.0,3,0.0,0.0
1.0,0.22480177973189383,71.32203389830508,61.0,3,0.0,0.0
1.0,0.2200348678534564,71.13559322033899,60.0,3,0.0,0.0
1.0,0.21560433096430315,70.66101694915254,59.0,3,0.0,0.0
1.0,0.21120805947090876,70.42372881355932,58.0,3,0.0,0.0
1.0,0.20657996825336303,70.05084745762711,57.0,3,0.0,0.0
