Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/api/auth/verify,51830,0,4,6.334297880088403,2.076332000797265,349.52388800002154,112.46561836774069,35.9945942210347,0.0,4,5,7,7,10,15,32,59,79,94,350
OPTIONS,/api/auth/verify,51830,0,3,4.169234301716986,0.9023019993037451,121.49595000028057,0.0,35.9945942210347,0.0,3,4,5,6,8,11,16,25,72,87,120
OPTIONS,/api/exercise-production,51829,0,3,4.101338927512113,0.9042330002557719,97.80212999976357,0.0,35.99389974690349,0.0,3,4,5,6,8,11,16,25,69,81,98
POST,/api/exercise-production,51822,2,40,48.617881610052635,11.843176999718708,309.5015839999178,1140.955964648219,35.98903842798496,0.0013889482624362226,40,43,46,49,75,99,130,170,200,270,310
OPTIONS,/api/user/login,51839,11,3,4.739349447983543,0.8374369999728515,110.25501299991447,0.0,36.00084448821567,0.007639215443399224,3,4,5,6,9,12,26,53,76,90,110
POST,/api/user/login,51839,8,4,6.6124416769798975,0.749716999962402,1028.2125949997862,112.44827253612145,36.00084448821567,0.00555579304974489,4,6,7,8,11,15,28,57,82,120,1000
DELETE,/api/user/logout,51817,0,3,5.54604783717447,1.6678729998602648,128.7924540001768,14.0,35.98556605732887,0.0,3,5,6,7,10,14,25,47,80,89,130
OPTIONS,/api/user/logout,51819,0,3,4.501922904571841,0.9160320000773936,93.05212500021298,0.0,35.986955005591305,0.0,3,4,5,6,9,11,18,37,78,87,93
,Aggregated,414625,21,4,10.57720212951703,0.749716999962402,1028.2125949997862,172.46995960205004,287.94633665630937,0.014583956755580336,4,6,8,10,38,43,64,86,170,200,1000
