cores,rts,tr,users,replica,ready_replica,util,mem
1.0,0.0,0.0,,1,1,0.0,0
1.0,0.0,0.0,,1,1,0.0,0
1.0,0.0,0.0,,1,1,0.0,0
1.0,0.0,0.0,3.0,1,1,0.0,0
1.0,0.051980222801224496,0.264,5.0,1,1,0.0,0
1.0,0.051952409128692256,0.45195,6.0,1,1,0.0,0
1.0,0.05129630525825876,0.7642444444444444,8.0,1,1,0.0,0
1.0,0.05063386794361954,1.1011,10.0,1,1,0.0,0
1.0,0.05068893550027094,1.46808,11.0,1,1,0.0,0
1.0,0.05033507981839849,1.9441555555555554,13.0,1,1,0.0,0
1.0,0.05014278671038497,2.4403333333333332,15.0,1,1,0.0,0
1.0,0.0498954519476821,2.9686333333333335,16.0,1,1,0.0,0
1.0,0.04987338138438665,3.6028444444444436,18.0,1,1,0.0,0
1.0,0.05111645734038354,4.2710333333333335,20.0,1,1,0.0,0
1.0,0.05218569655007947,4.936624242424243,21.0,1,1,0.0,0
1.0,0.05307502583518555,5.746519444444445,23.0,1,1,0.0,0
1.0,0.054020138677081164,6.479261538461538,25.0,1,1,0.0,0
1.0,0.0557008316599532,7.353366666666668,26.0,1,1,0.0,0
1.0,0.05787082589840003,8.193346666666669,30.0,1,1,0.0,0
1.0,0.08084892217102341,9.407086274509807,31.0,1,1,0.0,0
1.0,0.09401952203632884,10.293125925925924,33.0,1,1,0.12948871839227746,0
1.0,0.11085742976859411,11.132842105263157,35.0,2,2,0.16533707778062534,0
1.0,0.13280356988364178,11.986933333333333,36.0,3,2,0.19834982799990158,0
1.0,0.1492227585787273,12.920673015873016,38.0,3,3,0.22212618888888888,0
1.0,0.16259788728786,14.09238787878788,40.0,3,3,0.326576204638531,0
1.0,0.1733283941424952,15.213952173913043,41.0,4,4,0.34101592466783,0
1.0,0.18410227582991906,16.08628333333333,43.0,4,4,0.41297518298726243,0
1.0,0.19651193871626782,17.445017333333336,45.0,4,4,0.46229795348419095,0
1.0,0.2027342546630533,18.702541025641025,46.0,5,5,0.5408300263362588,0
1.0,0.20693679879504234,20.032224691358024,48.0,5,5,0.537813088164852,0
1.0,0.21015404413470037,21.35029523809524,50.0,5,5,0.6843169440520271,0
1.0,0.212491299510479,22.82758620689655,51.0,6,6,0.7234430692958311,0
1.0,0.21415710481967676,24.068965517241377,53.0,6,6,0.725689963119799,0
1.0,0.2170802176693293,25.275862068965516,55.0,6,6,0.845858822493567,0
1.0,0.2044493368582259,28.482758620689655,58.0,7,5,0.8850775652824031,0
1.0,0.19639823382766813,30.068965517241377,60.0,7,7,0.9790569170067849,0
1.0,0.18895856517757623,31.689655172413794,61.0,7,7,1.0927641784467998,0
1.0,0.18274895650937897,33.241379310344826,63.0,8,8,1.1921020656255008,0
1.0,0.17661189185206835,34.724137931034484,65.0,8,8,1.2908516834461707,0
1.0,0.17095096819566402,36.172413793103445,66.0,8,8,1.439576987527082,0
1.0,0.16563520399191403,37.62068965517241,68.0,8,8,1.5256950863559628,0
1.0,0.16099852085616123,39.172413793103445,70.0,9,9,1.554586793147405,0
1.0,0.15653243338305692,40.689655172413794,71.0,9,9,1.7627345886953558,0
1.0,0.15251825709303388,42.172413793103445,73.0,10,10,1.8702292703598513,0
1.0,0.14872839548363198,43.724137931034484,75.0,11,11,1.8798198434587885,0
1.0,0.14593972733928634,45.3448275862069,76.0,11,11,2.0695885886867225,0
1.0,0.14270245844704266,47.06896551724138,77.0,11,11,2.2469367502029094,0
1.0,0.1398138923264033,48.793103448275865,79.0,11,11,2.3101383732451684,0
1.0,0.13684967233399212,50.48275862068965,81.0,12,12,2.3584966197590784,0
1.0,0.13297499855349268,54.172413793103445,84.0,12,12,2.4509238121644006,0
1.0,0.13130274175110546,55.93103448275862,86.0,12,12,2.567673160056027,0
1.0,0.12941856168328744,57.6551724137931,87.0,13,13,2.6378309439705507,0
1.0,0.12740139156572586,59.37931034482759,89.0,13,13,2.66445114137542,0
1.0,0.12566430367090445,61.41379310344828,91.0,13,13,2.7221714328680386,0
1.0,0.12379268762834172,62.96551724137931,92.0,13,13,2.873153439380587,0
1.0,0.1221078639559069,64.6896551724138,94.0,13,13,2.9862295073001675,0
1.0,0.12109576235067147,66.51724137931035,96.0,13,13,3.1345559460040957,0
1.0,0.11993350261067214,68.03448275862068,97.0,14,14,3.0521958416675354,0
1.0,0.11919330703669272,69.6896551724138,99.0,14,14,3.1716298558526916,0
1.0,0.11849997655373931,71.55172413793103,100.0,14,14,3.368108943857951,0
1.0,0.11784601672530748,73.37931034482759,100.0,14,14,3.417857925044778,0
1.0,0.1156281880855268,75.89655172413794,100.0,14,14,3.448080493258514,0
1.0,0.11514621370393177,77.20689655172414,100.0,14,14,3.533615504324858,0
1.0,0.11457395596560133,78.41379310344827,100.0,13,14,3.5524250522257144,0
1.0,0.11436292648341727,79.44827586206897,100.0,12,14,3.5298876834449473,0
1.0,0.11423799412051495,80.58620689655173,100.0,11,14,3.630015754050147,0
1.0,0.11383898176149478,81.62068965517241,100.0,11,14,3.73846711413483,0
1.0,0.1133426621571224,82.6551724137931,100.0,11,14,3.7850268885181273,0
1.0,0.11301183196005883,83.58620689655173,100.0,11,14,3.774670817010265,0
1.0,0.11255672665757188,84.48275862068965,100.0,11,14,3.78309034670941,0
1.0,0.11223942235655193,85.44827586206897,100.0,11,14,3.873384712678734,0
1.0,0.11163150738883976,86.3103448275862,100.0,11,14,3.8736980818756845,0
1.0,0.1113776853365309,86.93103448275862,100.0,11,14,3.865440894075223,0
1.0,0.11031858233191215,88.0,100.0,11,14,3.87898984030726,0
1.0,0.10946373007492177,88.55172413793103,100.0,11,14,3.9030943016557016,0
1.0,0.10837661345878719,89.17241379310344,100.0,11,13,3.9026631393438773,0
1.0,0.1066418388617724,89.6896551724138,100.0,11,12,3.841127803004326,0
1.0,0.10477162205305496,90.06896551724138,100.0,11,11,3.8547718895199896,0
1.0,0.10270468283465248,90.34482758620689,100.0,10,11,3.9235285979084087,0
1.0,0.10054111093387368,90.72413793103448,100.0,10,11,4.001868948081542,0
1.0,0.0985047024754916,91.03448275862068,100.0,11,11,3.964577190058253,0
1.0,0.09682070692113229,91.3103448275862,100.0,11,11,3.9624144485714163,0
1.0,0.09480072216092675,91.58620689655173,100.0,11,11,4.012189066492011,0
1.0,0.09178238664910637,92.0,100.0,10,11,3.892396862385899,0
1.0,0.0898380142509204,91.9655172413793,100.0,10,11,3.9490911789875742,0
1.0,0.08821710516867515,91.86206896551724,100.0,10,11,3.884568417883014,0
1.0,0.08700342975818304,91.79310344827586,100.0,10,11,3.898480410648312,0
1.0,0.08531232781691177,91.72413793103448,100.0,10,11,3.8106805640338313,0
1.0,0.0842942567114877,91.9655172413793,100.0,10,11,3.823681342359512,0
1.0,0.08416682765771996,91.82758620689656,100.0,10,11,3.9525206488904407,0
1.0,0.08445946708203654,91.82758620689656,100.0,10,10,3.9759636341292857,0
1.0,0.08487478394132099,91.93103448275862,100.0,10,10,3.8733073240022926,0
1.0,0.08486036779709757,91.9655172413793,100.0,10,10,3.933191996808978,0
1.0,0.08502217008067672,91.93103448275862,100.0,10,10,3.9034928029251996,0
1.0,0.0850458463752704,91.93103448275862,100.0,10,10,3.89022829652828,0
1.0,0.08513481386170708,92.03448275862068,100.0,10,10,3.880415821772351,0
1.0,0.08533942244213265,92.10344827586206,100.0,10,10,3.8794086896262647,0
1.0,0.08542156945514172,92.03448275862068,100.0,10,10,3.851998203760684,0
1.0,0.08566911241407066,92.06896551724138,100.0,10,10,3.831962811382219,0
1.0,0.08578968924930556,91.89655172413794,100.0,10,10,3.856457948115289,0
1.0,0.08591567811797295,92.03448275862068,100.0,10,10,3.8070872323327336,0
