Method,Name,Error,Occurrences
OPTIONS,/api/user/login,"ConnectionResetError(104, 'Connection reset by peer')",1
OPTIONS,/api/user/login,"ConnectionRefusedError(111, 'Connection refused')",18
OPTIONS,/api/user/login,RemoteDisconnected('Remote end closed connection without response'),1
GET,/api/auth/verify,RemoteDisconnected('Remote end closed connection without response'),1
OPTIONS,/api/auth/verify,"ConnectionResetError(104, 'Connection reset by peer')",1
POST,/api/user/login,"ConnectionRefusedError(111, 'Connection refused')",3
POST,/api/exercise-production,RemoteDisconnected('Remote end closed connection without response'),5
