cores,rts,tr,users,replica,ready_replica,util,mem
1.0,0.0,0.0,,4,4,0.0,0
1.0,0.0,0.0,0.0,4,4,0.0,0
1.0,0.10089650495259167,0.061066666666666665,1.0,4,4,0.0,0
1.0,0.08548406321277578,0.14334999999999998,2.0,4,4,0.0,0
1.0,0.07895354386225531,0.30333333333333334,4.0,4,4,0.0,0
1.0,0.06800335865534385,0.5345166666666668,6.0,4,4,0.0,0
1.0,0.06358862241799504,0.7560733333333334,7.0,4,4,0.0,0
1.0,0.05140887279935826,1.2343904761904763,11.0,4,4,0.0,0
1.0,0.056245837842100764,1.6412958333333332,12.0,4,4,0.0,0
1.0,0.05536288577178002,2.0836592592592593,14.0,4,4,0.0,0
1.0,0.05433090615640977,2.59413,16.0,4,4,0.0,0
1.0,0.053575163318382316,3.1400181818181814,17.0,4,4,0.0,0
1.0,0.05307387970084491,3.7539583333333333,19.0,4,4,0.0,0
1.0,0.05268972224228386,4.437541025641026,21.0,4,4,0.0,0
1.0,0.05241013150712513,5.121776190476191,22.0,4,4,0.0,0
1.0,0.05226555501734946,5.908653333333333,24.0,4,4,0.0,0
1.0,0.05191502538466741,6.6955374999999995,26.0,4,4,0.0,0
1.0,0.051732815074088966,7.620392156862747,27.0,4,4,0.0,0
1.0,0.05174471214396912,8.512037037037036,29.0,4,4,0.0,0
1.0,0.051830268868475055,9.54161403508772,31.0,4,4,0.0,0
1.0,0.05179019909317513,10.571000000000002,32.0,4,4,0.0,0
1.0,0.05183177039228439,11.669800000000002,34.0,4,4,0.0,0
1.0,0.051892752971174495,12.837551515151514,36.0,4,4,0.04885853333333336,0
1.0,0.05216808514479449,14.087414492753622,37.0,1,4,0.20379553334464376,0
1.0,0.05244294563314772,15.370766666666665,39.0,2,5,0.25549280801902713,0
1.0,0.05226644964854775,16.651656,41.0,3,6,0.3098188006731049,0
1.0,0.05345069088925233,18.001442307692308,42.0,4,7,0.31190825434158054,0
1.0,0.05367472463793046,19.35355555555556,44.0,3,8,0.5023564969876771,0
1.0,0.05403251104935956,20.846836904761908,46.0,5,9,0.5747826464813566,0
1.0,0.05429021678114162,22.409314942528734,47.0,6,10,0.6973007778830865,0
1.0,0.05463130620878344,24.103448275862068,49.0,6,10,0.7559925595318138,0
1.0,0.0553038516381112,26.612728735632185,52.0,7,11,0.7495735188648281,0
1.0,0.05548457246175611,28.398754022988506,54.0,7,11,0.9125006356338339,0
1.0,0.055837494176823,30.193534482758622,56.0,8,12,1.0257141252912183,0
1.0,0.05622325488400608,32.03448275862069,57.0,9,13,1.0756428935031341,0
1.0,0.056549005642442515,33.55172413793103,59.0,8,13,1.1415317817715716,0
1.0,0.05719291486980424,35.03448275862069,61.0,8,12,1.238822998473526,0
1.0,0.05742691857858078,36.58620689655172,62.0,9,9,1.3004302576748492,0
1.0,0.05758835958088411,38.10344827586207,64.0,9,9,1.4162321452019215,0
1.0,0.0579207162677497,39.689655172413794,66.0,10,9,1.5340217949496096,0
1.0,0.05836175981111698,41.206896551724135,67.0,10,9,1.649190093771263,0
1.0,0.05862295439352034,42.724137931034484,69.0,11,9,1.6505705979761904,0
1.0,0.059010668843015215,44.206896551724135,71.0,11,11,1.862469758984608,0
1.0,0.05930939420195909,45.793103448275865,72.0,12,12,1.9436313596879133,0
1.0,0.05982124065624484,47.48275862068965,74.0,12,12,2.179044388815334,0
1.0,0.060209319453956044,49.10344827586207,76.0,13,13,2.1637262929589904,0
1.0,0.06081195605946717,50.55172413793103,77.0,13,13,2.442874325785424,0
1.0,0.06144469578388991,52.10344827586207,81.0,14,13,2.585255947590232,0
1.0,0.06269973124371435,55.10344827586207,82.0,16,13,2.6610238738180234,0
1.0,0.06374262033325073,56.58620689655172,84.0,16,16,2.700163712543637,0
1.0,0.06435822360082212,58.0,86.0,16,16,2.8267812214130976,0
1.0,0.06473058221681553,59.48275862068965,87.0,16,16,2.9953165494131886,0
1.0,0.06506157062534688,61.03448275862069,89.0,16,16,3.013929298482229,0
1.0,0.0654655695313048,62.79310344827586,91.0,16,16,3.048326078895652,0
1.0,0.0661189238526201,64.27586206896552,92.0,16,16,3.1245374019732384,0
1.0,0.06645813562252566,65.75862068965517,94.0,16,16,3.1314982766719885,0
1.0,0.06680221509605222,67.27586206896552,96.0,16,16,3.289451185222228,0
1.0,0.06732772814413736,68.62068965517241,97.0,16,16,3.40335100104326,0
1.0,0.0676291937057179,69.93103448275862,99.0,16,16,3.4603107665298936,0
