Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/api/auth/verify,46555,0,8,16.327046668240428,2.0549879991449416,200.94091600003594,112.46600794758888,32.33084078980121,0.0,8,15,20,24,43,69,83,90,110,150,200
OPTIONS,/api/auth/verify,46557,0,6,12.75402546113324,0.9133509993262123,148.34087300005194,0.0,32.332229720777036,0.0,6,11,15,18,28,64,80,87,100,120,150
OPTIONS,/api/exercise-production,46554,0,5,10.509988220412529,0.9163169997918885,145.58939500057022,0.0,32.3301463243133,0.0,5,10,13,15,24,41,68,79,99,120,150
POST,/api/exercise-production,46535,0,79,100.79270039798303,32.7996889991482,449.46332899962727,1141.0,32.316951480042945,0.0,79,120,150,170,200,230,260,280,340,390,450
OPTIONS,/api/user/login,46561,0,6,18.20057977150295,0.8389049999095732,144.9866100010695,0.0,32.33500758272869,0.0,6,15,24,37,60,72,83,89,110,130,140
POST,/api/user/login,46558,0,9,18.32000049793526,2.1933919997536577,249.01273700015736,112.4660423557713,32.332924186264954,0.0,9,17,22,26,52,79,96,100,120,190,250
DELETE,/api/user/logout,46528,0,7,16.582552062817577,1.6827569997985847,170.7591689992114,14.0,32.31209022162756,0.0,7,15,20,24,55,71,82,89,100,130,170
OPTIONS,/api/user/logout,46531,0,7,17.663955484495403,0.9240700001100777,148.33690100022068,0.0,32.314173618091296,0.0,7,14,19,23,69,81,89,94,110,140,150
,Aggregated,372379,0,9,26.39090657265487,0.8389049999095732,449.46332899962727,172.45837171269056,258.604363923647,0.0,9,19,30,38,75,110,180,210,290,350,450
