cores,rts,tr,users,replica,ready_replica,util,mem
1.0,0.0,0.0,,4,4,0.0,0
1.0,0.0,0.0,0.0,4,4,0.0,0
1.0,0.10028952521824976,0.037200000000000004,1.0,4,4,0.0,0
1.0,0.08566509359548456,0.14326666666666668,3.0,4,4,0.0,0
1.0,0.07227276349391756,0.31820000000000004,5.0,4,4,0.0,0
1.0,0.0645604230401666,0.527125,6.0,4,4,0.0,0
1.0,0.060968502130898404,0.8053066666666667,8.0,4,4,0.0,0
1.0,0.05803556349455288,1.1529833333333332,10.0,4,4,0.0,0
1.0,0.05639864686440233,1.534552380952381,11.0,4,4,0.0,0
1.0,0.05527068366986444,1.9502000000000002,13.0,4,4,0.0,0
1.0,0.05417585041232948,2.4700111111111114,15.0,4,4,0.0,0
1.0,0.053397288642255424,2.9890733333333332,16.0,4,4,0.0,0
1.0,0.052858190202001186,3.611636363636364,18.0,4,4,0.0,0
1.0,0.052433567835971945,4.270149999999999,20.0,4,4,0.0,0
1.0,0.0521034504993294,4.961733333333333,21.0,4,4,0.0,0
1.0,0.05191876917225431,5.758223809523809,23.0,4,4,0.0,0
1.0,0.05172463875483591,6.587933333333334,25.0,4,4,0.0,0
1.0,0.051563514328319716,7.4515416666666665,26.0,4,4,0.0,0
1.0,0.0514427291711328,8.421141176470588,28.0,4,4,0.0,0
1.0,0.05134673727049189,9.355499999999997,30.0,4,4,0.0,0
1.0,0.05133056427063268,10.429385964912282,31.0,4,4,0.0,0
1.0,0.051479439255410965,11.501586666666668,33.0,4,4,0.0,0
1.0,0.05152845108968611,12.678704761904761,35.0,4,4,0.09050212677088709,0
1.0,0.051721338486371685,13.86909090909091,36.0,1,4,0.13314643246022506,0
1.0,0.05194989713769346,15.1639,38.0,2,5,0.2070005529627641,0
1.0,0.05213382573168093,16.457675,41.0,3,6,0.2525048274084187,0
1.0,0.0532892443740274,18.413289743589743,43.0,4,7,0.40622973107369104,0
1.0,0.0541334551726116,19.95717037037037,45.0,5,7,0.43137466419629544,0
1.0,0.05479225182885078,21.53757142857143,46.0,6,9,0.5661841231519069,0
1.0,0.05529973512684953,23.119963218390804,48.0,6,10,0.6666500290524798,0
1.0,0.0557693948732334,24.74972873563219,50.0,7,11,0.6497378311111112,0
1.0,0.05599578159882172,26.34949195402299,51.0,7,11,0.8627046111768777,0
1.0,0.05638821400143102,28.15498850574712,53.0,8,11,0.8603063057062583,0
1.0,0.05677410817585582,29.89327356321839,55.0,8,12,1.0170090920108008,0
1.0,0.05702151967147824,31.517241379310345,56.0,9,13,1.157971809174372,0
1.0,0.05727791522897979,33.10344827586207,58.0,9,13,1.192125461261725,0
1.0,0.05811227667507937,34.62068965517241,60.0,10,12,1.2578868685807705,0
1.0,0.05841657680048644,36.275862068965516,61.0,10,10,1.3463156780096708,0
1.0,0.058579976771454656,37.724137931034484,63.0,10,10,1.470096608090611,0
1.0,0.05859801704429298,39.3448275862069,65.0,11,11,1.581022381388593,0
1.0,0.059311529089220334,40.86206896551724,66.0,12,12,1.6663678741124155,0
1.0,0.05969163249477034,42.3448275862069,68.0,12,12,1.7387574571199127,0
1.0,0.06000680599973329,45.44827586206897,71.0,12,12,1.9230271926181268,0
1.0,0.06085358882123866,47.06896551724138,73.0,14,12,1.991789539580262,0
1.0,0.061604280839700015,48.62068965517241,75.0,14,14,2.191830305430801,0
1.0,0.061980158661378654,50.0,76.0,16,14,2.1771414606281643,0
1.0,0.062265239108723655,51.44827586206897,78.0,15,16,2.510937418684465,0
1.0,0.06264800719512133,53.10344827586207,80.0,16,16,2.620063697487943,0
1.0,0.0628203097210419,54.62068965517241,81.0,16,16,2.748721682333551,0
1.0,0.06342552072706663,56.172413793103445,83.0,16,16,2.774113689307536,0
1.0,0.0639265316691222,57.793103448275865,85.0,16,16,2.8479113962274907,0
1.0,0.06435554995092636,59.310344827586206,86.0,16,16,2.946724817520249,0
1.0,0.06460274289591644,60.62068965517241,88.0,16,16,2.907451617991518,0
1.0,0.0650294022535347,62.206896551724135,90.0,16,16,2.983677414041157,0
1.0,0.0649815708793492,65.37931034482759,93.0,16,16,3.0806674046969302,0
1.0,0.06876921005618589,66.6551724137931,95.0,16,16,3.0913289642290693,0
1.0,0.06900393221666595,67.93103448275862,96.0,16,16,3.1352500790167124,0
1.0,0.06969327845985333,69.48275862068965,98.0,16,15,3.2818829613522107,0
1.0,0.07022382645392733,71.20689655172414,99.0,16,15,3.3879453348132746,0
