Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/api/auth/verify,1711,0,3,2.8236897681315996,2.241497000795789,10.492433997569606,109.0,0.9511793171288329,0.0,3,3,3,3,3,3,5,7,10,10,10
POST,/api/exercise-production,1711,0,42,42.34732597789784,38.20686199469492,66.28388000535779,1141.0,0.9511793171288329,0.0,42,43,43,44,44,46,48,50,65,66,66
POST,/api/user/login,1711,0,3,3.2678416732467754,2.727799001149833,11.281409999355674,109.0,0.9511793171288329,0.0,3,3,3,4,4,4,4,6,10,11,11
DELETE,/api/user/logout,1711,0,2,2.1483051474665413,1.8309760052943602,5.948367004748434,14.0,0.9511793171288329,0.0,2,2,2,2,2,3,3,5,6,6,6
,Aggregated,6844,0,3,12.646790641685689,1.8309760052943602,66.28388000535779,343.25,3.8047172685153314,0.0,3,3,38,41,42,44,45,46,54,66,66
