cores,rts,tr,users,replica,ready_replica,util,mem
1.0,0.0,0.0,,1,1,0.0,0
1.0,0.0,0.0,0.0,1,1,0.0,0
1.0,0.09944291421769262,0.0549,1.0,1,1,0.0,0
1.0,0.07074960764007517,0.13395,2.0,1,1,0.0,0
1.0,0.06030048452092845,0.2887111111111111,4.0,1,1,0.0,0
1.0,0.05640187378095638,0.5140416666666667,6.0,1,1,0.0,0
1.0,0.055118805285849795,0.7704000000000001,7.0,1,1,0.0,0
1.0,0.05346709822817195,1.097811111111111,9.0,1,1,0.0,0
1.0,0.05257203615252594,1.4944761904761903,11.0,1,1,0.0,0
1.0,0.051646036078641225,1.8867874999999998,12.0,1,1,0.0,0
1.0,0.05094274737988355,2.386944444444444,14.0,1,1,0.0,0
1.0,0.050346775806513075,2.9197333333333333,16.0,1,1,0.0,0
1.0,0.05012975193204734,3.4859636363636364,19.0,1,1,0.0,0
1.0,0.05105777698971515,4.472507692307692,21.0,1,1,0.0,0
1.0,0.05185157544484005,5.18622619047619,22.0,1,1,0.0,0
1.0,0.05439878082874674,5.901475555555555,24.0,1,1,0.0,0
1.0,0.05612778377478298,6.752762500000001,26.0,1,1,0.0,0
1.0,0.05590956227671972,7.638772549019607,27.0,1,1,0.0,0
1.0,0.06127601502156566,8.492866666666666,29.0,1,1,0.0,0
1.0,0.07217611427593199,9.347535087719297,31.0,1,1,0.0,0
1.0,0.08851348037619439,10.20458,32.0,1,1,0.0,0
1.0,0.10510203342193074,11.030184126984127,34.0,1,1,0.0,0
1.0,0.12565223677801787,11.920533333333331,36.0,1,1,0.1175962595099184,0
1.0,0.14687596682036794,12.866226086956523,37.0,1,1,0.11295040000000008,0
1.0,0.16293105231586008,13.631772222222223,39.0,1,1,0.19054660523321953,0
1.0,0.18508165906137564,14.60316,41.0,2,2,0.22362457098942012,0
1.0,0.20550927984725242,15.546676923076925,42.0,3,3,0.2569874199177688,0
1.0,0.22692544618274266,16.5948,44.0,3,3,0.27824410833333335,0
1.0,0.24432632757747133,17.781523809523808,46.0,3,3,0.3667905984256748,0
1.0,0.25025814836881505,18.722489655172414,47.0,4,4,0.45345567825385374,0
1.0,0.2629894057773504,20.13380689655172,49.0,4,4,0.4358903333333334,0
1.0,0.2682910208442086,21.379310344827587,51.0,4,4,0.49581825778998234,0
1.0,0.27596488861618307,22.586206896551722,52.0,5,5,0.5921440211636815,0
1.0,0.2842987483565553,24.749931034482756,56.0,5,5,0.6335609017014623,0
1.0,0.28685887866735704,26.068965517241377,57.0,6,6,0.7139547682126548,0
1.0,0.28737035105459113,27.517241379310345,59.0,6,6,0.7252371144444445,0
1.0,0.274672175163704,29.137931034482758,61.0,6,6,0.7775493830637255,0
1.0,0.2633415450420154,30.482758620689655,62.0,6,6,0.9574958134231661,0
1.0,0.25392392943395686,31.724137931034484,64.0,7,7,0.964069717834372,0
