cores,rts,tr,users,replica,ready_replica,util,mem
1.0,0.0,0.0,,4,4,0.0,0
1.0,0.0,0.0,0.0,4,4,0.0,0
1.0,0.09870224981238583,0.05380577427821522,1.0,4,4,0.0,0
1.0,0.08179508427363538,0.13365,2.0,4,4,0.0,0
1.0,0.07666107345161124,0.28824444444444447,4.0,4,4,0.0,0
1.0,0.06618221427595328,0.5133916666666667,6.0,4,4,0.0,0
1.0,0.061433210171322625,0.7701333333333333,7.0,4,4,0.0,0
1.0,0.058504706876629224,1.0971666666666668,9.0,4,4,0.0,0
1.0,0.05638614097436881,1.494095238095238,11.0,4,4,0.0,0
1.0,0.05518837627520003,1.9231333333333334,12.0,4,4,0.0,0
1.0,0.053995385609248436,2.4224444444444444,14.0,4,4,0.0,0
1.0,0.05355134638586788,2.95515,16.0,4,4,0.0,0
1.0,0.052891388041720326,3.522569696969697,19.0,4,4,0.0,0
1.0,0.05226230590375996,4.539958974358974,21.0,4,4,0.0,0
1.0,0.052027109040759086,5.253892857142858,22.0,4,4,0.0,0
1.0,0.05193267059577027,6.036,24.0,4,4,0.0,0
1.0,0.05178928300264587,6.888427083333334,26.0,4,4,0.0,0
1.0,0.051648596886633945,7.7756411764705895,27.0,4,4,0.0,0
1.0,0.051672060864875066,8.732137037037036,29.0,4,4,0.0,0
1.0,0.05152877024012878,9.721768421052632,31.0,4,4,0.0,0
1.0,0.051569938987143474,10.780073333333334,32.0,4,4,0.0,0
1.0,0.05170400338462503,11.83888888888889,34.0,4,4,0.0,0
1.0,0.05187046902310774,13.06960909090909,36.0,4,4,0.154868707029166,0
1.0,0.05214539346863703,14.250782608695651,37.0,1,4,0.16655985084573752,0
1.0,0.0524855901094299,15.593887499999997,39.0,1,4,0.26693430326355505,0
1.0,0.05245012942843579,16.90727733333333,41.0,2,5,0.2901280470003727,0
1.0,0.05220865081314246,18.32441794871795,42.0,2,5,0.33579291733747196,0
1.0,0.05290870627483862,19.75033333333333,44.0,2,5,0.48332314466766785,0
1.0,0.05331591976420893,21.345982142857142,46.0,3,6,0.4701860253789978,0
1.0,0.053579484700153744,22.8022,47.0,3,6,0.5936167508799507,0
1.0,0.05379954483832714,24.48860520747079,49.0,3,6,0.707439323603336,0
1.0,0.05385846505866634,26.141551724137933,51.0,4,7,0.7684201349525136,0
1.0,0.05406560203545064,27.82758620689655,52.0,4,7,0.8349679294801456,0
1.0,0.05420474418237201,29.310344827586206,54.0,4,7,0.8941960833354167,0
1.0,0.05452290975514035,31.65833333333333,57.0,4,7,1.0258714417393044,0
1.0,0.05529275075199024,33.96551724137931,59.0,5,7,1.0775129878541716,0
1.0,0.05795096251762395,35.37931034482759,61.0,5,7,1.0646942293445691,0
1.0,0.06041084846404711,36.93103448275862,62.0,5,5,1.0578595116666665,0
1.0,0.06179846351452643,38.44827586206897,64.0,5,5,1.2548951027107882,0
1.0,0.063766542608239,39.96551724137931,66.0,5,5,1.422445652551792,0
1.0,0.06541038289674511,41.48275862068965,67.0,6,5,1.538652020089632,0
1.0,0.06744319806962622,42.96551724137931,69.0,6,6,1.513616746832559,0
1.0,0.06947298233411575,44.37931034482759,71.0,6,6,1.699111941800886,0
1.0,0.07161479378955819,45.724137931034484,72.0,7,7,1.8824143018865735,0
1.0,0.0741703375771644,47.137931034482754,74.0,7,7,1.9757036492236275,0
1.0,0.07588173056565505,48.55172413793103,76.0,7,7,2.0616187674412165,0
1.0,0.07792815554759457,49.93103448275862,77.0,8,8,2.2295298111416777,0
1.0,0.07947686688039317,51.3448275862069,79.0,8,8,2.2771122484897446,0
1.0,0.08358793857999745,54.310344827586206,82.0,8,8,2.393249940028542,0
1.0,0.08577589962226119,55.55172413793103,84.0,9,9,2.422997557749541,0
1.0,0.08835738625513871,56.96551724137931,86.0,9,9,2.477774704256467,0
1.0,0.08976538261472608,58.206896551724135,87.0,9,9,2.604919198121183,0
1.0,0.09119225473191137,59.62068965517241,89.0,9,9,2.5880275215652606,0
1.0,0.09276088324148231,60.86206896551724,91.0,9,9,2.684711579288028,0
1.0,0.09516289031306761,62.37931034482759,92.0,9,9,2.803611769837617,0
1.0,0.09637193305082245,63.44827586206897,94.0,9,9,2.851985127779379,0
1.0,0.09891427666755725,64.89655172413794,96.0,10,10,2.9260096609669564,0
1.0,0.10098048610860602,66.0,97.0,10,10,2.9294493629932394,0
1.0,0.10630640749506115,68.51724137931035,100.0,10,10,2.916733877140333,0
