Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/api/auth/verify,45705,0,11,19.462435977691623,1.9278530016890727,586.3673030034988,112.52005251066623,31.724737292692613,0.0,11,16,21,24,41,73,97,110,210,360,590
OPTIONS,/api/auth/verify,45709,0,8,13.957815837974547,0.7363359982264228,248.02760499733267,0.0,31.727513771177914,0.0,8,12,15,18,29,57,84,94,170,220,250
OPTIONS,/api/exercise-production,45702,1,8,13.091040865197538,0.7183640045695938,226.3221710018115,0.0,31.722654933828633,0.0006941196213257327,8,12,15,18,27,45,80,92,150,220,230
POST,/api/exercise-production,45676,33,78,119.36805950883554,22.040194002329372,1033.0245340010151,1140.1756502320693,31.704607823674166,0.022905947503749177,78,98,120,140,210,310,590,700,990,1000,1000
OPTIONS,/api/user/login,45720,18,8,16.26589942306815,0.6803619980928488,1010.3450690003228,0.0,31.7351490870125,0.012494153183863188,8,13,17,20,39,69,91,100,200,290,1000
POST,/api/user/login,45717,5,12,21.874703696769117,1.6264280056930147,1009.8562729981495,112.50768860598902,31.73306672814852,0.0034705981066286634,12,17,22,26,46,84,110,180,300,410,1000
DELETE,/api/user/logout,45668,12,8,15.681170200578903,1.256294002814684,1004.041808002512,13.996321275291232,31.69905486670356,0.008329435455908791,8,12,17,21,37,65,85,96,180,280,1000
OPTIONS,/api/user/logout,45672,21,7,14.516794389578315,0.7502250009565614,1009.9504109966801,0.0,31.70183134518886,0.014576512047840386,7,11,15,18,32,68,87,97,180,1000,1000
,Aggregated,365569,90,11,29.271990078081043,0.6803619980928488,1033.0245340010151,172.34527544731637,253.74861584842677,0.06247076591931594,11,18,26,41,76,100,180,260,720,1000,1000
