Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/api/auth/verify,24054,1,5,10.838171134344593,2.0767590031027794,176.51609898894094,111.94666167789141,44.15905612042648,0.0018358300540627954,5,7,10,12,19,59,78,84,100,170,180
OPTIONS,/api/auth/verify,24054,2,4,7.407625557235061,0.9075189882423729,187.7201140159741,0.0,44.15905612042648,0.0036716601081255907,4,6,7,8,13,20,70,79,94,180,190
OPTIONS,/api/exercise-production,24054,0,3,6.926893367537768,0.9173759899567813,129.5919789990876,0.0,44.15905612042648,0.0,3,5,7,8,12,19,63,73,88,110,130
POST,/api/exercise-production,24043,8,44,74.2250884008267,32.99491698271595,560.3715539909899,1140.6203468785093,44.13886198983179,0.014686640432502363,44,61,84,98,170,210,280,310,460,510,560
OPTIONS,/api/user/login,24063,9,4,9.605704653758542,0.8347609837073833,129.70405598753132,0.0,44.17557859091304,0.016522470486565157,4,6,8,10,19,61,74,80,93,110,130
POST,/api/user/login,24062,7,5,11.096958966343218,1.2731610040646046,1002.6396980101708,111.91879311777907,44.17374276085898,0.012850810378439567,5,8,10,12,19,56,80,90,110,190,1000
DELETE,/api/user/logout,24042,0,4,9.430583997188617,1.6899149923119694,135.3647249925416,14.0,44.137026159777726,0.0,4,7,9,11,17,46,73,80,92,110,140
OPTIONS,/api/user/logout,24042,2,4,8.580101859910734,0.9214669989887625,126.40022797859274,0.0,44.137026159777726,0.0036716601081255907,4,6,8,10,14,44,77,83,96,100,130
,Aggregated,192414,29,5,17.261050101401295,0.8347609837073833,1002.6396980101708,172.2654172773291,353.2394040224387,0.05323907156782107,5,9,13,18,47,76,110,190,320,470,1000
