cores,rts,tr,users,replica,ready_replica,util,mem
1.0,0.0,0.0,,1,1,0.0,0
1.0,0.0,0.0,0.0,1,1,0.0,0
1.0,0.09909575038506586,0.05743333333333333,1.0,1,1,0.0,0
1.0,0.07052799791381095,0.13795000000000002,2.0,1,1,0.0,0
1.0,0.06054747482188876,0.2949333333333333,4.0,1,1,0.0,0
1.0,0.05604191530299707,0.5228166666666666,6.0,1,1,0.0,0
1.0,0.05408514792543804,0.7811999999999999,7.0,1,1,0.0,0
1.0,0.052721371973274235,1.110861111111111,9.0,1,1,0.0,0
1.0,0.05224267302982201,1.4723428571428572,11.0,1,1,0.0,0
1.0,0.051413850180523524,1.9046374999999998,12.0,1,1,0.0,0
1.0,0.05054154047890548,2.369896296296296,16.0,1,1,0.0,0
1.0,0.04963818487167025,3.175878787878788,17.0,1,1,0.0,0
1.0,0.05056915458712733,3.7873833333333335,19.0,1,1,0.0,0
1.0,0.052318524984417254,4.434184615384615,21.0,1,1,0.0,0
1.0,0.052699997987896284,5.11624761904762,22.0,1,1,0.0,0
1.0,0.05347010352941661,5.899444444444446,24.0,1,1,0.0,0
1.0,0.05675630316572613,6.751250000000001,26.0,1,1,0.0,0
1.0,0.061357733962088046,7.539149019607844,27.0,1,1,0.0,0
1.0,0.06666640899477774,8.392962962962962,29.0,1,1,0.0,0
1.0,0.07719920931005893,9.284754385964911,31.0,1,1,0.0,0
1.0,0.09005846730793723,10.140086666666665,32.0,1,1,0.0,0
1.0,0.1080968567529275,11.035555555555554,34.0,1,1,0.0,0
1.0,0.12806041146755578,11.893106060606062,36.0,1,1,0.1457833805159359,0
1.0,0.1475175321147084,12.767934782608696,37.0,2,2,0.17492890368771094,0
1.0,0.16573519225016914,13.569588888888891,39.0,2,2,0.20761304835508626,0
1.0,0.1879001258640346,14.556704000000002,41.0,3,3,0.27687739537151057,0
1.0,0.20857388756070805,15.634673076923075,42.0,4,4,0.3222517217857883,0
1.0,0.22581190078879035,16.613345679012347,44.0,4,4,0.3945822400889887,0
1.0,0.23994569727283493,17.761850000000003,46.0,5,5,0.4490487342376836,0
1.0,0.25020403581438994,18.84079655172414,47.0,5,5,0.5120036199014666,0
1.0,0.25625272267142685,20.08585287356322,49.0,5,5,0.5393683024457201,0
1.0,0.2655482591512606,21.413793103448274,51.0,6,6,0.6403860546350157,0
1.0,0.27528890885396246,23.3657091954023,54.0,7,6,0.6379240566612103,0
1.0,0.2800030763417151,24.886547126436778,56.0,7,7,0.7550246824844391,0
1.0,0.28226983022240043,26.03448275862069,57.0,8,7,0.7922176996626102,0
1.0,0.2806236140632138,27.655172413793103,59.0,8,8,0.8905384315162431,0
1.0,0.26879915987731356,29.068965517241377,61.0,8,8,0.9812144311891172,0
1.0,0.2572593438815998,30.586206896551722,62.0,9,9,1.0122073482208616,0
