Method,Name,Error,Occurrences
OPTIONS,/api/user/login,"ConnectionResetError(104, 'Connection reset by peer')",1
OPTIONS,/api/user/login,"ConnectionRefusedError(111, 'Connection refused')",6
POST,/api/user/login,"ConnectionRefusedError(111, 'Connection refused')",2
POST,/api/exercise-production,RemoteDisconnected('Remote end closed connection without response'),7
POST,/api/exercise-production,"ConnectionResetError(104, 'Connection reset by peer')",1
